contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,mid,monotonic_clean,butterfly_clean,is_clean,maturity_T
COST260320C00980000,2025-05-08 14:33:04+00:00,980.0,130.0,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,130.0,True,True,True,1.0
COST260320C00990000,2025-05-02 16:38:00+00:00,990.0,125.55,0.0,0.0,0.0,0.0,3.0,0,1.0000000000000003e-05,True,REGULAR,USD,125.55,True,True,True,1.0
COST260320C01000000,2025-05-07 19:21:24+00:00,1000.0,122.1,0.0,0.0,0.0,0.0,3.0,0,1.0000000000000003e-05,True,REGULAR,USD,122.1,True,False,False,1.0
COST260320C01020000,2025-05-07 17:08:35+00:00,1020.0,112.5,0.0,0.0,0.0,0.0,4.0,0,0.0039162109375,False,REGULAR,USD,112.5,True,False,False,1.0
COST260320C01040000,2025-05-07 17:08:23+00:00,1040.0,102.0,0.0,0.0,0.0,0.0,2.0,0,0.007822421875,False,REGULAR,USD,102.0,True,False,False,1.0
COST260320C01060000,2025-05-08 14:32:54+00:00,1060.0,87.0,0.0,0.0,0.0,0.0,1.0,0,0.015634843750000002,False,REGULAR,USD,87.0,True,True,True,1.0
COST260320C01080000,2025-05-08 16:09:14+00:00,1080.0,81.1,0.0,0.0,0.0,0.0,2.0,0,0.015634843750000002,False,REGULAR,USD,81.1,True,True,True,1.0
COST260320C01100000,2025-05-07 13:50:05+00:00,1100.0,75.63,0.0,0.0,0.0,0.0,1.0,0,0.015634843750000002,False,REGULAR,USD,75.63,True,False,False,1.0
COST260320C01120000,2025-04-29 14:57:49+00:00,1120.0,58.12,0.0,0.0,0.0,0.0,10.0,0,0.015634843750000002,False,REGULAR,USD,58.12,True,True,True,1.0
COST260320C01140000,2025-04-30 14:54:07+00:00,1140.0,51.15,0.0,0.0,0.0,0.0,3.0,0,0.0312596875,False,REGULAR,USD,51.15,True,True,True,1.0
COST260320C01160000,2025-05-05 15:33:51+00:00,1160.0,51.46,0.0,0.0,0.0,0.0,4.0,0,0.0312596875,False,REGULAR,USD,51.46,True,False,False,1.0
COST260320C01180000,2025-05-02 18:06:53+00:00,1180.0,45.4,0.0,0.0,0.0,0.0,7.0,0,0.0312596875,False,REGULAR,USD,45.4,True,True,True,1.0
COST260320C01200000,2025-05-05 15:21:31+00:00,1200.0,41.45,0.0,0.0,0.0,0.0,2.0,0,0.0312596875,False,REGULAR,USD,41.45,True,False,False,1.0
COST260320C01220000,2025-05-08 15:13:53+00:00,1220.0,32.05,0.0,0.0,0.0,0.0,2.0,0,0.0312596875,False,REGULAR,USD,32.05,True,True,False,1.0
COST260320C01240000,2025-05-08 16:38:03+00:00,1240.0,31.6,0.0,0.0,0.0,0.0,8.0,0,0.0312596875,False,REGULAR,USD,31.6,True,False,False,1.0
