Date,Open,High,Low,Close,Volume
2024-05-20,792.1903790621859,799.8906194365114,789.3413971322689,789.9490356445312,1347100
2024-05-21,792.5091472903869,798.3565583065052,788.9528751404941,797.8485107421875,1375700
2024-05-22,796.9619582279948,803.2476791279807,794.9397999291194,798.7749633789062,1192800
2024-05-23,801.2055198242972,804.9410920547352,792.3696511725939,793.2761840820312,1519200
2024-05-24,797.5496596983864,813.7271681678907,796.0156065850126,806.6146240234375,1621900
2024-05-28,806.6246465375846,812.1532816498204,801.6239407198636,810.0414428710938,1986300
2024-05-29,803.9150684737243,810.3103509647538,803.1878357516138,803.4169921875,2282800
2024-05-30,807.082885808374,816.3470932544903,805.1901714611715,812.203125,2288500
2024-05-31,805.9173712033459,808.6169058506714,785.1674954172055,806.7740478515625,4360700
2024-06-03,807.8797442240827,824.7246576381888,804.0246385947092,812.2528686523438,2008700
2024-06-04,811.8444380835236,824.8243358310107,809.9118995799174,824.2067260742188,1754500
2024-06-05,827.7131160419576,831.1797683752454,818.5186471563776,831.090087890625,2080000
2024-06-06,832.2057571330859,845.8232064451342,831.1100136339487,839.3980102539062,1735000
2024-06-07,843.4224647165219,847.1082414469643,839.0493402693204,842.3267211914062,1593600
2024-06-10,843.9206007445794,846.211739695839,839.4976805150491,845.076171875,1402300
2024-06-11,845.9726204207174,847.6660919930259,837.0271895698,846.0423583984375,1690500
2024-06-12,849.0308435622941,852.4476397787797,840.3643035424697,844.5481567382812,1838300
2024-06-13,844.5481803580153,844.5481803580153,834.3276443853722,842.705322265625,1322400
2024-06-14,840.1749994392869,852.8859162006951,838.6707993021146,852.3778686523438,1395500
2024-06-17,851.2024495350173,867.2106295660891,850.0867634554697,864.57080078125,1904900
2024-06-18,864.6604217695772,870.5975129131635,864.3615881617499,867.3998413085938,1763800
2024-06-20,867.9577562796894,870.4879621028641,857.2491153755901,859.1218872070312,1944600
2024-06-21,863.3056976644157,863.634384243821,844.3887696541414,845.0462036132812,3852900
2024-06-24,846.7297371456896,847.3573181678358,838.2724110286051,844.8967895507812,1722900
2024-06-25,846.0523189396845,852.3978060282438,841.7489324858476,852.218505859375,1675700
2024-06-26,849.4391914657897,856.4322019728405,846.7894523781168,853.5433959960938,1505300
2024-06-27,854.41003847758,855.0276482038995,845.3749274163212,847.3472900390625,1254900
2024-06-28,847.9748885484922,853.9418328085812,843.5519686361205,846.7197265625,2131700
2024-07-01,850.2162739922617,852.7066555798195,837.2662897369606,842.4163818359375,1989000
2024-07-02,842.4362614227597,857.0498024629638,839.8363178316199,856.0536499023438,1377900
2024-07-03,851.7105010032319,860.1977408903878,851.7105010032319,859.3410034179688,814400
2024-07-05,861.2336249178461,883.5275233000662,855.4160674174344,882.2623901367188,2620700
2024-07-08,883.3781703580656,884.5337414589984,874.2832919668143,877.4511108398438,1611300
2024-07-09,880.4494693843374,893.2201532762828,879.5728502141957,883.4379272460938,1356800
2024-07-10,883.9858531703229,886.8448063058459,877.3116185025982,880.90771484375,1755800
2024-07-11,887.3328663721131,887.3328663721131,843.2630867316113,843.3328247070312,6021100
2024-07-12,846.6201403415862,846.7297025345412,835.1544142886247,839.6570434570312,3288400
2024-07-15,843.6018599616962,854.5994246692887,841.4202831191866,845.4646606445312,2064000
2024-07-16,844.5381603049059,847.9649276735545,838.1030534349467,847.4967651367188,1687600
2024-07-17,844.7474335458994,846.6799721534373,839.4080698385919,843.0241088867188,1783100
2024-07-18,846.1618562210117,852.0092668460136,821.9354188239228,836.1405639648438,2338500
2024-07-19,833.2916331366333,845.6140361118008,832.3452759929589,834.9053955078125,1984400
2024-07-22,842.4960491399928,846.3213018202457,835.3735338339307,844.1596069335938,1920200
2024-07-23,845.6339929698754,851.2921326192126,842.3267589381575,848.8316040039062,1744100
2024-07-24,841.3504867782203,842.745124780022,826.3086063889223,827.62353515625,2511300
2024-07-25,832.5743636099073,833.4311010582163,811.1471721546804,812.8107299804688,2183700
2024-07-26,816.0128832259171,820.2825153125117,807.0447318184291,815.6138305664062,1441500
2024-07-29,820.561853178167,821.7389794420864,812.1124575387614,813.578857421875,1320400
2024-07-30,816.012927068254,820.0032103302015,801.3287138899949,808.0623168945312,2017200
2024-07-31,818.4269949614893,823.4747006276808,809.2992589382359,820.003173828125,2135000
2024-08-01,816.5615804151092,822.1679235380127,807.7131321356172,814.9056396484375,1861400
2024-08-02,814.2172867269551,828.2730249880572,803.0544672096248,820.0830078125,2598500
2024-08-05,796.0614889813136,808.8503537924275,791.073635040328,799.8822021484375,2820900
2024-08-06,803.1043358664159,831.0662742698262,803.1043358664159,814.8956298828125,2476300
2024-08-07,822.1080542643008,831.8044740647922,807.2941522951122,808.3316040039062,1702000
2024-08-08,819.5044315800641,840.7127970315128,818.4569943926716,837.390869140625,2345000
2024-08-09,836.4631292481359,855.6863383569995,835.5952475091339,852.8532104492188,1710600
2024-08-12,855.1675741979969,868.1359946874387,850.3293801393843,861.4722290039062,1748200
2024-08-13,862.818909970261,865.9413114114939,854.0801801147264,862.7191772460938,1484100
2024-08-14,862.7690449655463,864.6245120235751,856.4145238991214,860.6143188476562,1341500
2024-08-15,870.7495914079323,878.1914912566176,866.888997406658,875.2186889648438,1923800
2024-08-16,875.2186859147134,875.2186859147134,866.5099126240802,868.4751586914062,1516300
2024-08-19,868.475161554544,871.5077547694648,866.589738190494,870.2308349609375,1318400
2024-08-20,869.8817237325401,874.6301704067438,869.0537229334108,874.071533203125,1104600
2024-08-21,878.6004677784676,888.9552572131508,875.0889991940531,879.27880859375,1465500
2024-08-22,880.1566984730956,881.8525809985476,871.0588577120255,875.42822265625,1440900
2024-08-23,880.346219214937,882.4111980155908,869.5524961753996,877.07421875,1305800
2024-08-26,881.0245809406861,891.0801115908463,879.2988029511604,890.3419189453125,1737000
2024-08-27,890.5214338847841,916.6976805826652,884.9150911493485,906.6920776367188,2098900
2024-08-28,908.7471429863518,910.004031084079,879.5182690295554,885.8927612304688,1668400
2024-08-29,888.8355757796795,898.2726173924228,883.019721013286,884.4761962890625,1709900
2024-08-30,888.3367812973257,894.1526360042321,880.9547331563825,890.2122192382812,1933500
2024-09-03,894.5017837134849,894.7112955021882,872.3158187126888,876.435791015625,1784200
2024-09-04,875.3184990943406,889.593734618614,874.4606028305074,887.8579711914062,1425200
2024-09-05,886.471345766477,886.471345766477,866.5897670089089,883.8277587890625,1998800
2024-09-06,889.0949531892803,891.0302429598634,868.8841592157914,874.5503540039062,2074600
2024-09-09,882.5907384737275,896.6465371770148,879.5581453031775,894.3121948242188,1954000
2024-09-10,890.4316566520008,898.5020310776167,885.364040912346,892.1175537109375,1360800
2024-09-11,892.8258619046411,899.8088574726104,875.7374693080737,898.2127685546875,1796100
2024-09-12,898.232635052293,913.4755452936328,894.3321602213756,912.8071899414062,1868700
2024-09-13,911.4106034132769,921.5858376226937,907.1509566670405,913.7748413085938,1327500
2024-09-16,919.7602923168995,920.3887668019069,903.1507138763772,905.6646118164062,1661000
2024-09-17,906.2231948818519,906.3927648621026,893.2747459482721,895.09033203125,1387000
2024-09-18,897.753887154995,902.7816221739396,888.7857352154206,890.3519287109375,1338200
2024-09-19,902.0634097282419,902.9312914805938,893.3246795034248,898.5519409179688,1747500
2024-09-20,899.3799022280818,905.6047342004239,893.5241665761782,904.7767333984375,4658200
2024-09-23,904.7767324114313,917.2663381416011,898.5918422449469,914.8522338867188,1697600
2024-09-24,909.7945119936709,910.5526755076929,895.3497069770792,899.3499145507812,2432600
2024-09-25,900.8064401020374,908.14854663996,898.9409875610387,906.2132568359375,1728100
2024-09-26,903.1008529003549,907.0312843741673,895.948287155569,899.250244140625,2738600
2024-09-27,891.090144851501,891.3195666625874,871.8769205895135,883.4686889648438,3459100
2024-09-30,889.2046489391265,907.7893971831793,879.2688221891387,884.366455078125,2142900
2024-10-01,883.0995344067621,884.8352978248349,870.6298996368276,875.2486572265625,1836700
2024-10-02,872.5253553471343,879.0893276040731,865.0534986466282,876.3959350585938,1317100
2024-10-03,872.3157930720674,879.0394103702031,870.5500733121702,873.5427856445312,1451900
2024-10-04,875.8571641294026,882.1418479000301,873.5427926008533,880.9647216796875,1516400
2024-10-07,879.4583864116447,885.5535902285375,870.2109465672196,871.4678955078125,1963200
2024-10-08,874.5703161145299,889.1448106159937,874.5703161145299,888.2569580078125,1697900
2024-10-09,890.0725722715313,907.7894396487769,885.7131926905429,906.8916015625,1956500
2024-10-10,907.7893960304166,907.7893960304166,889.6735377306335,891.4591674804688,1765800
2024-10-11,892.327044155556,892.327044155556,883.3489073222413,886.870361328125,1527300
2024-10-14,890.282100784817,892.9954642208965,884.1071349021117,887.5986328125,1431500
2024-10-15,889.9229306530865,898.4621339671049,887.3890619420539,892.436767578125,1613900
2024-10-16,887.758173100895,889.164781999906,877.3635026027534,885.224365234375,1475500
2024-10-17,889.3942539706511,893.15511551405,880.6555236870937,883.1394653320312,1321500
2024-10-18,883.6082911194895,888.4464849781122,881.6031641386414,887.3990478515625,1654000
2024-10-21,886.8404692322305,889.2346635826647,881.5533560024875,884.6159057617188,1184900
2024-10-22,888.8155457442803,892.7160813786155,882.1617660518605,891.3194580078125,1189700
2024-10-23,893.8434062905255,903.4799134131007,892.8158791424386,896.9857177734375,2193500
2024-10-24,899.3100840065165,901.3052256238354,886.1022562417675,891.2496948242188,1649600
2024-10-25,893.4742847686454,899.4297530415948,887.8379855617287,889.0549926757812,1425800
2024-10-28,893.813403491018,893.813403491018,887.8379644608741,888.795654296875,912500
2024-10-29,887.8380250424498,889.0051658472661,871.9667001715295,884.8353271484375,1361700
2024-10-30,884.2268594585096,884.4164003564637,875.2387363117082,876.95458984375,1412200
2024-10-31,875.0690796523724,875.5179986701096,866.5398618629107,872.056396484375,1771900
2024-11-01,873.3051129484929,878.4393937433476,866.3827687055779,876.3417358398438,1625200
2024-11-04,880.367281084192,886.021007247111,875.7623228620765,885.092041015625,1576700
2024-11-05,887.0199121055884,894.5915631109849,885.8212243551307,889.1875,1622300
2024-11-06,897.2886071674586,898.9068143132381,885.3018514400295,898.2575073242188,2437400
2024-11-07,897.6281651277238,918.4651267772055,893.3828559619786,912.9212646484375,2145500
2024-11-08,912.9912037073263,960.9382253462231,912.7414796362905,942.75830078125,3277100
2024-11-11,942.7583335631934,950.2301194864976,930.4119896941356,931.8504028320312,2181800
2024-11-12,934.9170193133011,938.5230203824062,925.9768850900169,931.3509521484375,1691400
2024-11-13,928.9735382493873,936.5551878228633,922.1810557546703,932.6994018554688,1757600
2024-11-14,925.9768530966543,930.1222970526499,921.1521669852664,922.8703002929688,1859900
2024-11-15,916.727053794535,919.5339498767266,904.5605045325196,906.06884765625,2269900
2024-11-18,909.634912167339,924.9180128749127,906.1087790765911,918.4951171875,1797800
2024-11-19,926.9757616647914,932.9691394341759,915.3485941599157,929.1234130859375,1690500
2024-11-20,924.0590361009318,927.7749011923291,915.4884884993177,927.0557250976562,1452100
2024-11-21,933.9680428449989,957.4321072360656,928.9735613324588,954.5952758789062,2320500
2024-11-22,961.6774270940498,975.2224586662559,957.4621139156644,962.946044921875,2078700
2024-11-25,973.9238797496472,973.9238797496472,948.6418171663449,959.8294677734375,3240900
2024-11-26,962.9360122876994,973.294561816317,959.8294594944351,970.427734375,1438000
2024-11-27,970.3878048002264,971.2168448181095,957.5320145185048,960.4887084960938,1499500
2024-11-29,967.0215170958611,972.1957924596411,961.4076639666678,970.8073120117188,1095900
2024-12-02,970.2878920083551,975.422233605018,963.6952008380798,973.9238891601562,1955800
2024-12-03,973.6142515817089,981.915077519587,969.6885963803954,981.0660400390625,1653900
2024-12-04,980.9161561155298,990.0560815499548,976.4710554344827,989.8262939453125,1784700
2024-12-05,985.5710105220245,989.0372124354778,977.1203867234575,981.1759033203125,2089400
2024-12-06,981.1759127678479,996.6088731640727,981.1759127678479,991.5144653320312,1737300
2024-12-09,995.9096401661055,995.9096401661055,979.4178519957062,986.7697143554688,1855500
2024-12-10,988.6375956230441,993.8917998103097,984.7918693324391,992.3035888671875,1556800
2024-12-11,993.9018185002259,1006.6876789466704,992.4934015430539,993.5921630859375,1903600
2024-12-12,1000.5744432427276,1001.3635493750883,986.1204429772914,987.2991333007812,2344300
2024-12-13,979.9172966980495,1005.5689470569458,964.6641302764502,988.258056640625,2951900
2024-12-16,987.9583787188934,1007.1371999772302,985.2813439364032,991.774169921875,2581300
2024-12-17,992.902920555295,995.8196806754819,979.6775433200492,980.99609375,2050200
2024-12-18,980.9161922777627,984.5121946647797,962.9360584070909,963.6752319335938,2725300
2024-12-19,973.4344223883057,973.5642837819703,952.4576005339352,953.7461547851562,2610800
2024-12-20,948.3422013006755,960.8783380476875,942.0091717431158,953.0170288085938,5373800
2024-12-23,952.8272223415579,953.2068078188853,935.9658476578752,948.861572265625,1856800
2024-12-24,949.6906804239115,958.3211592873539,944.4065408233703,957.7617797851562,939000
2024-12-26,955.7639589603893,958.3510662188554,952.9470640962968,955.084716796875,969000
2024-12-27,947.6728447391415,949.4009767529627,930.9713282859332,938.662841796875,1943400
2024-12-30,929.9724764351727,933.1389607071546,914.4895834332981,921.1921997070312,1881200
2024-12-31,922.6305875642673,923.7193503842086,911.5328033876824,915.2587280273438,1742900
2025-01-02,913.9901214430624,924.7482541854793,901.0044694444179,908.8058471679688,1765100
2025-01-03,913.3208427695929,923.189942785426,909.9945011226092,915.568359375,1612200
2025-01-06,916.9668293132175,926.3864143459352,912.2620666398059,921.691650390625,1970400
2025-01-07,922.8203939681575,930.2821201402222,915.418538168196,920.3530883789062,1888000
2025-01-08,921.9612662584673,929.4729857713852,914.409612842873,926.346435546875,1774800
2025-01-10,932.3298180327499,943.2378093161002,922.4807153361464,935.9058837890625,2765800
2025-01-13,932.9691669826674,933.9580645889691,919.9835147655639,923.679443359375,1693800
2025-01-14,923.2798556601982,926.7360588731001,908.9157217124113,916.2176513671875,1683800
2025-01-15,926.2365726513932,931.840366139661,917.2864400505794,922.480712890625,1839400
2025-01-16,923.7093472987551,926.3764442914722,916.8070007565229,918.73486328125,1353000
2025-01-17,928.9735424159035,942.7582989162588,923.549542919868,942.1489868164062,2375000
2025-01-21,944.2067166752278,955.4942325413681,942.4586481704072,946.6839599609375,2042400
2025-01-22,950.180109781205,950.8893481039848,938.2033528758351,943.6573486328125,2155000
2025-01-23,940.6506651880444,942.3488011024386,935.4563922013413,941.1201171875,1352400
2025-01-24,941.120126655818,944.995849240965,932.5296427216923,938.6428833007812,1562400
2025-01-27,928.9735375843775,965.9227011147419,926.1566427671803,964.1846313476562,3044700
2025-01-28,960.7684238208011,964.6441462555778,953.0169789512477,957.6118774414062,2166400
2025-01-29,956.7428878430617,967.1913653504389,953.9459903267617,962.9560546875,1713700
2025-01-30,969.2290954242242,985.6609522228664,969.0293039649503,977.9295043945312,1788200
2025-01-31,975.1625257417543,989.9062450597514,974.7030724576829,978.7985229492188,1875700
2025-02-03,971.3168140540254,1008.4957060808159,967.8706095322805,1004.7199096679688,2751000
2025-02-04,1004.2903833457075,1023.219419813432,998.5467295123955,1020.732177734375,2001600
2025-02-05,1018.8742511213208,1041.9387331150344,1018.8742511213208,1041.72900390625,2047600
2025-02-06,1048.8410585257807,1061.8267097265762,1043.047411523503,1049.8299560546875,2218000
2025-02-07,1047.0,1056.7099609375,1035.510009765625,1043.81005859375,1632900
2025-02-10,1052.0,1063.0,1046.0,1061.9200439453125,2036900
2025-02-11,1059.9100341796875,1066.0,1049.0400390625,1058.3399658203125,1748500
2025-02-12,1054.1500244140625,1067.0,1051.0,1065.1199951171875,1662300
2025-02-13,1067.010009765625,1078.22998046875,1064.6500244140625,1076.8599853515625,1623300
2025-02-14,1076.47998046875,1077.489990234375,1068.010009765625,1071.8499755859375,1410700
2025-02-18,1069.2099609375,1071.0,1045.239990234375,1056.030029296875,2090600
2025-02-19,1056.06005859375,1063.1800537109375,1053.0,1062.5400390625,1349600
2025-02-20,1053.6400146484375,1053.6400146484375,1033.8499755859375,1034.8299560546875,2000500
2025-02-21,1034.6099853515625,1036.2099609375,1024.6800537109375,1035.030029296875,1816300
2025-02-24,1028.5400390625,1038.18994140625,1025.219970703125,1035.5999755859375,1759700
2025-02-25,1040.72998046875,1057.02001953125,1037.4599609375,1055.6600341796875,2083800
2025-02-26,1050.1400146484375,1058.8900146484375,1030.1800537109375,1031.969970703125,1555700
2025-02-27,1034.0,1042.530029296875,1018.8300170898438,1021.7100219726562,1629100
2025-02-28,1030.6099853515625,1049.3800048828125,1023.989990234375,1048.6099853515625,3307100
2025-03-03,1051.739990234375,1066.0,1041.1400146484375,1046.8499755859375,2422500
2025-03-04,1045.72998046875,1047.9300537109375,1028.72998046875,1036.8699951171875,2536800
2025-03-05,1033.0799560546875,1050.97998046875,1028.5,1047.75,1898600
2025-03-06,1032.949951171875,1045.8900146484375,1019.0499877929688,1026.6199951171875,2594600
2025-03-07,995.1500244140625,1002.4199829101562,942.780029296875,964.3099975585938,5510700
2025-03-10,955.469970703125,959.6599731445312,924.030029296875,934.4099731445312,4459900
2025-03-11,931.0,938.0,921.2000122070312,930.489990234375,3204900
2025-03-12,938.0,944.3800048828125,923.25,927.0800170898438,2331600
2025-03-13,922.0,923.5,887.469970703125,890.6199951171875,3447200
2025-03-14,891.8099975585938,906.9500122070312,881.5599975585938,903.9199829101562,3186400
2025-03-17,901.6300048828125,923.3900146484375,898.0,916.6099853515625,2256100
2025-03-18,913.0,917.5599975585938,896.8400268554688,898.0499877929688,2182000
2025-03-19,902.8599853515625,910.1599731445312,896.0,904.0499877929688,1908500
2025-03-20,901.5,907.47998046875,894.0999755859375,895.4000244140625,1891800
2025-03-21,888.75,909.77001953125,883.9600219726562,909.260009765625,3447600
2025-03-24,920.0,928.6500244140625,920.0,926.0399780273438,2208100
2025-03-25,926.6300048828125,932.2899780273438,922.489990234375,930.260009765625,1623000
2025-03-26,934.3300170898438,939.4199829101562,923.4500122070312,929.75,1644700
2025-03-27,929.5599975585938,942.9000244140625,928.0,938.75,1547000
2025-03-28,937.5,938.75,926.0,929.6599731445312,2100500
2025-03-31,922.3599853515625,995.0,922.0399780273438,945.780029296875,3102000
